"Parcel Number",Number,Street,"School District",Township,"Corp / Village","Sale #",Month,Year,"Sale Price",Sqft,Acres,"Yr Built",Story,Basement,Frame,Bedrooms,BasementSqft,"Fin Base",Air,GarageSqft,Type,"Heat Type",Roof,RoofType,Rooms,FullBaths,HalfBaths,Grade,MHRE,NeighCode,PropClass,LandValue,BldgValue,"Property Card"
040012750000,"  331",SHORT,2A,4B,5X,"  434"," 9",08,"    73900"," 1048",,OLD/,1,B,F,," 1000",,Y,"  575",D,GAS,S,ASP," 6",1,,D+10,," 435",510,"   9200","   38020",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012750000.pdf
040012840000,"  581",FRONT,2A,4B,5X,"  186"," 4",08,"    84000","  864",,1976,1,,F,,,,,,,ELECTRIC,S,ASP," 5",1,,D+5,," 434",510,"  19500","   29500",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012840000.pdf
040012840000,"  581",FRONT,2A,4B,5X,"   53"," 1",18,"    42000","  864",,1976,1,,F,,,,,,,ELECTRIC,S,ASP," 5",1,,D+5,," 434",510,"  19500","   29500",http://www.realestate.co.hocking.oh.us/cards/Crnt/040012840000.pdf
040013050000,"  600",SECOND,2A,4B,5X,"  491",10,08,"    45000","  744",,OLD/,1,,F,,,,,"  620",D,"ELEC BB",S,," 5",1,,D-10,," 434",510,"  17290","   26790",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013050000.pdf
040013110000,"  562",MAIN,2A,4B,5X,"  111"," 3",18,"    18000","  918",,"  R9",1,B,F,,"  230",,,"  160",D,"WARM AIR",S,," 5",1,,D,," 434",510,"  17570","   26990",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013110000.pdf
040013140000,"  104",NORTH,2A,4B,5X,"  395"," 7",18,"   157500"," 2168",,OLD/,2,B,F,,"  434",,Y,"  840",A,"WARM AIR",S,GAB," 8",1,,C-5,," 431",510,"  25730","   70280",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013140000.pdf
040013150000,"  134",NORTH,2A,4B,5X,"  261"," 5",18,"   158500"," 1685",,94R9,2,B,F,," 1086",,Y,"  806",A,GAS,S,GAB," 8",1,,D+10,," 431",510,"  22370","   81330",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013150000.pdf
040013250000,"  322",NORTH,2A,4B,5X,"  579",12,08,"   125000"," 2196",,OLD/,2,B,F,,"  902",,Y,"  360",D,GAS,L,SLA," 6",2,,C+10,," 431",510,"  12880","  100840",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013250000.pdf
040013290000,"  390",NORTH,2A,4B,5X,"  468"," 8",18,"    82000"," 1021",,OLD/,1,B,,,"  255",,Y,"  384",D,GAS,S,ASP," 5",1,,C-5,," 431",510,"  19010","   60960",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013290000.pdf
040013440000,"  574",HUNTER,2A,4B,5X,"  184"," 4",08,"   400000"," 1344",,"   /",2,B,F,,"  120",,Y,,,"FL FURNA",S,," 6",1,,D+10,," 438",510,"  11980","   59240",http://www.realestate.co.hocking.oh.us/cards/Crnt/040013440000.pdf
040013970000,"  500",BOWEN,2A,4B,5X,"  564",11,08,"    53000",,,,,,,,,,,,,,,,,,,,,4004,510,"  20400",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040013970000.pdf
040014110000,"  501",ANGLE,2A,4B,5X,"  437"," 9",08,"    97500"," 1092",,1996,1,B,F," 3"," 1092",,Y,,,"FA GAS",S,GAB,,1,1,C,," 427",510,"  10800","   95310",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014110000.pdf
040014140000,"  508",ANGLE,2A,4B,5X,"  383"," 7",18,"    93000",,,,,,,,,,,,,,,,,,,,," 427",599,"  10160","     960",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014140000.pdf
040014150000,"  508",ANGLE,2A,4B,5X,"  383"," 7",18,"    93000","  820",,1923,1,,F," 2","  772",,Y,"  576",D,GAS,S,ASP," 5",1,,D,," 427",510,"  10160","   41440",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014150000.pdf
040014320000,"  687",WALNUT,2A,4B,5X,"  594",12,08,"     7350"," 1092",,,1,B,F,,"  708",,Y,,,CENTRAL,S,ASP," 6",1,,D,," 437",510,"  21300","   37160",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014320000.pdf
040014390000,"  705",WELDY,2A,4B,5X,"   68"," 2",08,"    29000","  768",,1945,1,,F,,,,Y,"  308",A,GAS,S,ASP," 4",1,,D+5,," 435",510,"  15930","   27460",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014390000.pdf
040014500000,"  320",WASHINGTON,2A,4B,5X,"  588",12,08,"    18000"," 1146",,OLD/,1,B,F,,"  279",,,"  440",A,"WARM AIR",S,ASP," 8",1,,D,," 435",510,"   8380","   30090",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014500000.pdf
040014510000,"  324",WASHINGTON,2A,4B,5X,"  560"," 9",18,"   100000"," 1188",,19R1,1,,F,,,,Y,,,"GAS FLR",S,ASP," 5",2,,D+5,," 435",510,"   8320","   36010",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014510000.pdf
040014650000,"  885",HUNTER,2A,4B,5X,"  447"," 8",18,"   119600"," 4979",,,,,,,,,,,,,,,,,,,,4104,430,"  93060","  104570",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014650000.pdf
040014760000," 1022",HUNTER,2A,4B,5X,"  139"," 3",08,"    40000","  600",,,,,,,,,Y,,,"FA ELECT",S,GAB,,,1,,,4104,499,"  17850","   12600",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014760000.pdf
040014780000," 1028",HUNTER,2A,4B,5X,"  342"," 6",18,"    59500"," 1272",,OLD/,2,B,F,,"  294",,Y,"  264",D,GAS,L,SLA," 6",1,,C-5,," 432",510,"  10200","   46510",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014780000.pdf
040014820000," 1124",HUNTER,2A,4B,5X,"  708",11,18,"    50198"," 1519",,OLD/,2,B,F,,"  840",,Y,,,GAS,L,SLA," 7",1,,C-5,," 432",520,"  10200","   52390",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014820000.pdf
040014830000," 1130",HUNTER,2A,4B,5X,"  709",11,18,"    58200"," 1267",,1920,2,B,F,,"  616",,,"  360",D,GAS,L,SLA," 6",1,,,," 432",510,"  10200","   43770",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014830000.pdf
040014840000," 1138",HUNTER,2A,4B,5X,"  710",11,18,"    60625"," 1500",,1919,2,B,F,,"  750",,Y,,,"FLR FUR",S,," 6",2,,C,," 432",520,"  10200","   55020",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014840000.pdf
040014850000," 1142","-1144 HUNTER",2A,4B,5X,"  711",11,18,"   315977"," 1854",,1920,2,B,F,," 1126",,Y,,,GAS,L,SLA," 7",2,,D+10,,4104,412,"  35700","   84550",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014850000.pdf
040014860000," 1160",HUNTER,2A,4B,5X,"  711",11,18,"   315977"," 3510",,1920,1,B,F,," 1430",,Y,"  400",D,GAS,L,SLA," 5",1,1,C-5,,4104,412,"  35700","   81210",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014860000.pdf
040014870000," 1178",HUNTER,2A,4B,5X,"  711",11,18,"   315977"," 2752",,1914,2,B,F,,"  168",,Y,"  624",D,"GAS HA",L,SLA," 8",1,,D+5,,4104,412,"  35700","   66860",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014870000.pdf
040014900000,"  195",ELM,2A,4B,5X,"  478"," 9",08,"    54500"," 1425",,OLD/,2,B,F,,"  825",,Y,,,GAS,S,SHI," 7",2,1,D+10,," 432",510,"   5210","   57070",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014900000.pdf
040014910000,"  195",ELM,2A,4B,5X,"  478"," 9",08,"    54500",,,,,,,,,,,,,,,,,,,,," 432",500,"   6000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040014910000.pdf
040014990000," 1067",CHURCH,2A,4B,5X,"  704",11,18,"    37000","  748",,OLD,1,,F,,,,Y,"  280",D,GAS,S,ASB," 5",1,,D+5,," 432",510,"  10200","   41160",http://www.realestate.co.hocking.oh.us/cards/Crnt/040014990000.pdf
040015110000,"  946",CHURCH,2A,4B,5X,"  142"," 3",18,"    49500","  976",,OLD/,1,B,F,,"  780",,,,,FA,S,ASP," 5",1,,D+10,," 432",510,"   7650","   41590",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015110000.pdf
040015160000," 1002",CHURCH,2A,4B,5X,"  645",10,18,"   102500"," 1084",,OLD/,1,B,F,,"  888",,Y,"  484",D,"WARM AIR",L,SLA," 5",1,,D+10,," 432",510,"  10200","   38970",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015160000.pdf
040015170000," 1026",CHURCH,2A,4B,5X,"   30"," 1",08,"    85000"," 1280",,OLD/,2,B,F,,"  964",,Y,"  352",D,GAS,L,SLA," 6",1,,D+10,," 432",510,"  10200","   48190",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015170000.pdf
040015280000," 1174","-1176 CHURCH",2A,4B,5X,"  452"," 8",18,"    25000"," 1680",,OLD/,2,B,F,,"  840",,,,,CENTRAL,S,HIP,11,2,,D,," 432",520,"  10200","   45430",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015280000.pdf
040015490000," 1177",THIRD,2A,4B,5X,"   14"," 1",08,"    69331","  840",,1946,1,B,F,,"  840",,Y,"  220",A,HA,S,ASP," 6",2,,C,," 432",510,"  10000","   51980",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015490000.pdf
040015490000," 1177",THIRD,2A,4B,5X,"   33"," 1",08,"    67000","  840",,1946,1,B,F,,"  840",,Y,"  220",A,HA,S,ASP," 6",2,,C,," 432",510,"  10000","   51980",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015490000.pdf
040015500000," 1199",THIRD,2A,4B,5X,"  755",12,18,"    64900","  769",,OLD/,1,,F,,,,Y,,,"FA GAS",S,ASP," 4",1,,D-10,," 432",510,"   8540","   25180",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015500000.pdf
040015510000,"  910",THIRD,2A,4B,5X,"  593"," 9",18,"    80000","  989",,14R0,1,B,F,,"  456",,Y,"  576",D,"FA GAS",L,SLA," 5",1,1,D+10,," 432",510,"  10500","   61140",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015510000.pdf
040015620000," 1078",THIRD,2A,4B,5X,"  384"," 7",18,"    53500","  824",,1918,1,B,F,,"  824",,Y,,,"CONV GAS",S,ASP," 5",1,,C-5,," 432",510,"  10000","   44230",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015620000.pdf
040015630000," 1096",THIRD,2A,4B,5X,"  538",11,08,"    55000","  988",,1925,1,B,F,,"  988",,Y,"  720",D,"FA GAS",S,ASP," 5",1,,C-5,," 432",510,"  10000","   53050",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015630000.pdf
040015650000," 1130",THIRD,2A,4B,5X,"   50"," 2",08,"    83000"," 1080",,1927,1,B,F,," 1232",,,"  240",D,GAS,S,ASP," 5",1,,C,," 432",510,"  10000","   45200",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015650000.pdf
040015760000," 1077",FOURTH,2A,4B,5X,"  661",10,18,"    98000","  900",,OLD/,1,B,F,,"  700",,Y,,,"HA GAS",L,SLA," 6",1,,D+10,," 432",510,"  10000","   46740",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015760000.pdf
040015790000," 1109",FOURTH,2A,4B,5X,"  520"," 8",18,"    29000","  840",,1962,1,B,F,,"  840",,Y,"  312",A,"FA GAS",S,ASP," 4",1,,C,," 432",510,"  10000","   51360",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015790000.pdf
040015910000,"  455",WARNER,2A,4B,5X,"  537"," 9",18,"   138000"," 1344",,30R8,2,B,F,,"  672",,Y,"  240",A,GAS,S,ASP," 6",2,,C+10,," 431",510,"  15630","   89300",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015910000.pdf
040015930000,"  240",WARNER,2A,4B,5X,"  430"," 7",18,"   105000"," 1128",,1985,1,,F,,,,Y,"  260",A,GAS,S,GAB," 5",2,,C,," 436",510,"  11710","   72360",http://www.realestate.co.hocking.oh.us/cards/Crnt/040015930000.pdf
040016160000,"  274","SPRINGHILL P",2A,4B,5X,"  738",12,18,"    30000","  713",,1992,1,,F," 2",,,,,,"ELEC FA",S,GAB,,1,,D-10,X," 436",561,"  19280","   47330",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016160000.pdf
040016270000,"  440",WEST,2A,4B,5X,"  189"," 4",18,"   123500"," 1680",,1986,1,,F,,,,Y,"  756",A,GAS,S,ASP," 5",2,,D+10,," 436",510,"  37730","   90840",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016270000.pdf
040016280100,"  475",WEST,2A,4B,5X,"  641"," 6",18,"    39000","  912",,1987,1,,F," 3",,,,,,ELECTRIC,S,ASP,,1,,C+5,," 436",510,"  11000","   56070",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016280100.pdf
040016500000,,,2A,4B,5X,"  274"," 6",08,"    40000",,,,,,,,,,,,,,,,,,,,," 437",500,"   7570",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016500000.pdf
040016510000,"   52","GROGAN EAST",2A,4B,5X,"  274"," 6",08,"    40000","  652",,1931,1,B,F,,,,,"  306",D,"FA GAS",S,ASP," 4",1,,D-20,," 437",510,"  11700","   17280",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016510000.pdf
040016550000,,JENNISON,2A,4B,5X,"  609",12,08,"    76000",,,,,,,,,,,,,,,,,,,,," 437",500,"  14000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016550000.pdf
040016560000,"   40",JENNISON,2A,4B,5X,"  609",12,08,"    76000","  852",,1917,1,B,F,,"  864",,Y,,,GAS,S,ASP," 4",2,,D+10,," 437",510,"  14000","   58370",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016560000.pdf
040016620000,,MULBERRY,2A,4B,5X,"  274"," 6",08,"    40000",,,,,,,,,,,,,,,,,,,,," 437",500,"  23070",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016620000.pdf
040016620100,,,2A,4B,5X,"  274"," 6",08,"    40000",,,,,,,,,,,,,,,,,,,,," 437",500,"  11540",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016620100.pdf
040016630000,,MULBERRY,2A,4B,5X,"  274"," 6",08,"    40000",,,,,,,,,,,,,,,,,,,,," 437",500,"  22830",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040016630000.pdf
040016760000,"  697","WALNUT ST LI",2A,4B,5X,"  464"," 9",08,"    53500","  672",,1926,1,B,F,,"  672",F,,"  600",D,GAS,S,ASP," 4",1,,D+5,," 437",510,"  13700","   37090",http://www.realestate.co.hocking.oh.us/cards/Crnt/040016760000.pdf
040017100000,"   54",WILSON,2A,4B,5X,"  254"," 5",08,"    70000","  784",,1946,1,B,F,,"  784",,Y,"  252",D,"WARM AIR",S,ASP," 6",1,1,C,," 421",510,"  13000","   57390",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017100000.pdf
040017320000,,,2A,4B,5X,"  529",10,08,"    70500",,,,,,,,,,,,,,,,,,,,," 421",500,"   2640",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040017320000.pdf
040017370000,"  655",MOHICAN,2A,4B,5X,"  529",10,08,"    70500","  672",,1953,1,,F,,,,,"  480",D,GAS,S,ASP," 4",1,,D+5,," 421",510,"  12000","   34830",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017370000.pdf
040017780000,"  790",MOHICAN,2A,4B,5X,"  761",12,18,"   121000","  988",,1973,1,B,F,,"  988",F,Y,,,ELECTRIC,S,ASP," 5",1,,C,," 421",510,"  13780","   58500",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017780000.pdf
040017910000,"  787",MOHICAN,2A,4B,5X,"  175"," 3",18,"    43000"," 2024",,1945,1,B,F,," 1192",,Y,,,FA,S,ASP," 7",1,1,C-5,," 421",510,"  29050","   52020",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017910000.pdf
040017940000,"  813",MOHICAN,2A,4B,5X,"  137"," 3",18,"    70000","  817",,1950,1,,F,,,,Y,"  198",A,GAS,S,ASP," 4",1,,C-5,," 421",510,"  14200","   34200",http://www.realestate.co.hocking.oh.us/cards/Crnt/040017940000.pdf
040018000000,"  895",MOHICAN,2A,4B,5X,"  435"," 9",08,"   110000"," 1288",,1956,1,B,F,," 1288",F,Y,,,"FA GAS",S,ASP," 5",1,1,C-5,," 421",510,"  14710","   54440",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018000000.pdf
040018020000,"  840",BAIRD,2A,4B,5X,"  407"," 7",18,"   103000","  952",,1946,1,B,F,,"  952",,Y,"  396",D,"FA GAS",S,ASP," 5",1,,C,," 421",510,"  13510","   65160",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018020000.pdf
040018050000,"  813",WALHONDING,2A,4B,5X,"  774",12,18,"   137900"," 1260",,1968,1,B,B,," 1260",F,Y,"  120",A,GAS,S,HIP," 5",1,,C,," 420",510,"  15000","   67710",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018050000.pdf
040018170000,,,2A,4B,5X,"  663",10,18,"   114900"," 1104",,1957,1,B,F,," 1104",F,Y,"  308",A,"FA GAS",S,HIP," 6",1,,C+10,," 420",510,"  30280","   64630",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018170000.pdf
040018550000,"  510",MULBERRY,2A,4B,5X,"  247"," 5",18,"   122500"," 1660",,OLD/,1,B,F,," 1252",,Y,"  216",A,GAS,L,SLA," 7",1,,C-5,," 437",510,"  12440","   62660",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018550000.pdf
040018600000,"   50",KEYNES,2A,4B,5X,"  412"," 8",08,"    78000"," 1200",,1955,1,B,F,," 1200",F,Y,"  288",A,"FA GAS",S,ASP," 5",1,,C-5,," 437",510,"  11730","   66580",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018600000.pdf
040018690000,"  688",WALNUT,2A,4B,5X,"  179"," 3",18,"    56000"," 1252",,1957,1,B,F," 3","  626",,,,,GAS,S,ASP," 5",1,1,C,," 427",510,"  28980","   68790",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018690000.pdf
040018700000,,WALNUT,2A,4B,5X,"  534",11,08,"   311000",,,,,,,,,,,,,,,,,,,,," 427",500,"  22500",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040018700000.pdf
040018890000,"  427",ORCHARD,2A,4B,5X,"  135"," 3",18,"    75000"," 1456",,1910,2,B,F,,"  910",,,"  216",D,GAS,S,ASP," 7",1,,C-5,," 437",510,"  18370","   53590",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018890000.pdf
040018990000,"  370",ORCHARD,2A,4B,5X,"  251"," 5",18,"    28000"," 1016",,OLD/,1,,F,,,,,,,"FLR FUR",S,ASP," 5",1,,E,," 438",510,"   7540","   16580",http://www.realestate.co.hocking.oh.us/cards/Crnt/040018990000.pdf
040019010000,"  368","ORCHARD PLAC",2A,4B,5X,"  612",10,18,"    64000","  702",,OLD/,1,,F,,,,,"  672",D,"FA GAS",S,ASP," 4",1,,D+10,," 438",510,"   7990","   44310",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019010000.pdf
040019020000,"  366",ORCHARD,2A,4B,5X,"  612",10,18,"    64000",,,,,,,,,,,"  768",D,,,,,,,,," 438",599,"   7990","   15300",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019020000.pdf
040019080000,"  395",ORCHARD,2A,4B,5X,"  136"," 3",08,"    87500"," 1235",,1939,1,B,F,," 1235",,Y,,,GAS,S,ASP," 7",1,,C,," 437",510,"  16480","   65900",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019080000.pdf
040019110000,"  417",ORCHARD,2A,4B,5X,"  698",11,18,"    87500","  992",,1929,1,B,F,," 1096",,Y,"  312",D,GAS,S,HIP," 6",1,,C-10,," 437",510,"  16240","   50880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019110000.pdf
040019190000,"  235",ORCHARD,2A,4B,5X,"   43"," 1",18,"    62000"," 2104",,?/G,2,B,F,," 1001",,Y,,,"WARM AIR",L,GAM," 8",2,,C+5,," 437",510,"  12440","   76120",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019190000.pdf
040019190000,"  235",ORCHARD,2A,4B,5X,"  377"," 7",18,"    92700"," 2104",,?/G,2,B,F,," 1001",,Y,,,"WARM AIR",L,GAM," 8",2,,C+5,," 437",510,"  12440","   76120",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019190000.pdf
040019290000,"  210",WALNUT,2A,4B,5X,"  537",11,08,"    28000"," 2087",,1887,2,B,F,,"  208",,,,,GAS,S,SLA," 9",2,,D+5,," 437",520,"  16250","   48220",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019290000.pdf
040019460000,"  508",MULBERRY,2A,4B,5X,"  240"," 5",08,"   135000"," 2288",,1917,2,B,F,,"  616",,Y,"  180",A,GAS,S,ASP," 8",1,1,C-5,," 437",510,"  12560","   69210",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019460000.pdf
040019516000,"  630",WALHONDING,2A,4B,5X,"    1"," 1",08,"    37000",,"    12026",,,,,,,,,,,,,,,,,,," 420",685,"  21470",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040019516000.pdf
040019580100,"  694",WALHONDING,2A,4B,5X,"    1"," 1",08,"    37000",,"    11595",,,,,,,,,,,,,,,,,,," 420",685,"  60000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040019580100.pdf
040019590000,"  252",ZANESVILLE,2A,4B,5X,"   18"," 1",08,"    62000"," 1062",,1947,2,B,F,,"  576",,,"  484",A,GAS,S,GAB," 5",1,,D+10,," 435",510,"   6400","   25580",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019590000.pdf
040019600000,"  310",ZANESVILLE,2A,4B,5X,"   18"," 1",08,"    62000",,,,,,,,,,,,,,,,,,,,," 438",570,"  13450","     390",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019600000.pdf
040019640000,"  360",ZANESVILLE,2A,4B,5X,"  184"," 4",08,"   400000",,,,,,,,,,,,,,,,,,,,," 438",510,"   6130",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040019640000.pdf
040019730000,,ZANESVILLE,2A,4B,5X,"  713",11,18,"    58000",,,,,,,,,,,,,,,,,,,,," 438",500,"   1340",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040019730000.pdf
040019740000,"  460",ZANESVILLE,2A,4B,5X,"  713",11,18,"    58000"," 1063",,?/AV,1,B,F,,"  980",F,Y,,,GAS,S,ASP," 4",1,,D+5,," 438",510,"  20300","   40050",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019740000.pdf
040019980000,"  198",MIDLAND,2A,4B,5X,"  176"," 4",08,"   115000"," 1924",,1925,2,B,F,,"  832",,Y,,,GAS,S,ASP," 9",1,1,C+10,," 430",510,"  15340","   77850",http://www.realestate.co.hocking.oh.us/cards/Crnt/040019980000.pdf
040020090000,"  684",SECOND,2A,4B,5X,"  437"," 7",18,"    95000"," 1456",,OLD/,2,B,F,,"  728",,Y," 1120",D,"FA GAS",S,," 7",1,,D+5,," 424",510,"  14550","   79280",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020090000.pdf
040020530000,"  500",WARNER,2A,4B,5X,"  378"," 7",18,"   124000"," 1707",,194?,1,B,F,," 1395",,Y,,,GAS,S,ASB," 6",1,,C-5,," 431",510,"  12300","   67880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020530000.pdf
040020610000,"  260",ANGLE,2A,4B,5X,"  193"," 4",18,"   114900"," 1152",,1945,2,B,F,,"  576",,Y,"  336",D,"WARM AIR",S,ASP," 6",1,,C-5,," 431",510,"  13050","   67150",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020610000.pdf
040020860000,"  189",JENNISON,2A,4B,5X,"  365"," 6",18,"   119300"," 1098",,1968,1,B,F,," 1098",,Y,"  308",D,"WARM AIR",S,ASP," 5",1,,C,," 431",510,"  14100","   75880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020860000.pdf
040020980000,"  638",WARNER,2A,4B,5X,"  791",12,18,"   158000"," 1680",,16R1,2,B,F,," 1074",,Y,"  480",D,GAS,S,," 8",1,,C-5,," 431",510,"  21680","   79400",http://www.realestate.co.hocking.oh.us/cards/Crnt/040020980000.pdf
040021060000,"  713",WARNER,2A,4B,5X,"  168"," 4",08,"    85000"," 1664",,1922,2,B,F,,"  832",,Y,"  416",A,GAS,S,ASP," 6",1,,C,," 431",510,"  13860","   60900",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021060000.pdf
040021080000,"  739",WARNER,2A,4B,5X,"  397"," 7",18,"   165000"," 1944",,1927,2,B,B,,"  972",,Y,,,"WARM AIR",S,ASP," 6",2,,C+10,," 431",510,"  13860","  112540",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021080000.pdf
040021150000,"  849",WARNER,2A,4B,5X,"  241"," 5",08,"    94000","  994",,1950,1,B,F,,"  994",,,,,GAS,S,ASP," 6",1,,C,," 431",510,"  13860","   65990",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021150000.pdf
040021160000,"  879",WARNER,2A,4B,5X,"  455"," 8",18,"   145000"," 1184",,2012,1,,F," 3",,,Y,"  168",A,CENTRAL,S,,,2,,C,," 431",510,"  13860","  105700",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021160000.pdf
040021360000,"  176",JENNISON,2A,4B,5X,"  201"," 5",08,"    82500"," 1020",,1964,1,B,F,," 1020",,Y,,,"WARM AIR",S,ASP," 5",1,,C,," 431",510,"  13050","   62690",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021360000.pdf
040021470000,"  342",GROGAN,2A,4B,5X,"  104"," 2",18,"    34000"," 1120",,1957,1,B,F,," 1120",,Y,,,GAS,S,ASP," 6",1,,C-10,," 431",510,"  13050","   52400",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021470000.pdf
040021490000,,,2A,4B,5X,"  104"," 2",18,"    34000",,,,,,,,,,,,,,,,,,,,," 431",500,"   6510",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040021490000.pdf
040021510000,"  702",FRONT,2A,4B,5X,"  215"," 5",08,"    23500"," 1390",,OLD/,2,B,F," 1","  146",,,,,GAS,S,HIP," 7",2,,C-5,," 424",510,"  12600","   95810",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021510000.pdf
040021610000,"  826",FRONT,2A,4B,5X,"  120"," 3",08,"    75000","  924",,OLD/,1,B,F,,"  231",,Y," 1056",D,"FA GAS",L,HIP," 5",1,,D,," 424",510,"  12600","   48410",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021610000.pdf
040021610000,"  826",FRONT,2A,4B,5X,"  527"," 9",18,"    65000","  924",,OLD/,1,B,F,,"  231",,Y," 1056",D,"FA GAS",L,HIP," 5",1,,D,," 424",510,"  12600","   48410",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021610000.pdf
040021880000,"  726",SECOND,2A,4B,5X,"  741",12,18,"    84000"," 1124",,OLD/,2,B,F," 3","  450",,,"  252",D,"WARM AIR",L,SLA," 6",1,,D+10,," 424",510,"  12850","   55920",http://www.realestate.co.hocking.oh.us/cards/Crnt/040021880000.pdf
