"Parcel Number",Number,Street,"School District",Township,"Corp / Village","Sale #",Month,Year,"Sale Price",Sqft,Acres,"Yr Built",Story,Basement,Frame,Bedrooms,BasementSqft,"Fin Base",Air,GarageSqft,Type,"Heat Type",Roof,RoofType,Rooms,FullBaths,HalfBaths,Grade,MHRE,NeighCode,PropClass,LandValue,BldgValue,"Property Card"
040025810000,"  952",LOUISE,2A,4B,5X,"  524",12,11,"    95000"," 1040",,1969,1,B,F,,"  520",F,Y,"  312",A,"FA GAS",S,ASP," 6",2,,C,," 418",510,"  24290","   79990",http://www.realestate.co.hocking.oh.us/cards/Crnt/040025810000.pdf
040026050257,"  878",ELIZABETH,2A,4B,5X,"  522",12,11,"   178900"," 1716",,2007,2,B,F," 3","  858",,Y,"  480",A,GAS,S,," 8",2,1,C+5,," 417",510,"  40600","  139110",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050257.pdf
040026050276,"  834",HOBART,2A,4B,5X,"  387"," 9",11,"   148500",,,,,,,,,,,,,,,,,,,,," 417",500,"  35000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050276.pdf
040026050277,"  846",HOBART,2A,4B,5X,"  158"," 5",11,"   189900"," 1510",,2009,2,B,F," 3","  990",F,Y,"  441",A,GAS,S,," 6",3,,C+5,," 417",510,"  35330","  163450",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050277.pdf
040026050305,"  803",HUNTLEY,2A,4B,5X,"  375"," 9",11,"   196000",,,,,,,,,,,,,,,,,,,,," 417",500,"  41040",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050305.pdf
040026050312,"  719",HUNTLEY,2A,4B,5X,"   67"," 2",11,"   258900",,,,,,,,,,,,,,,,,,,,," 417",500,"  39900",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026050312.pdf
040026450000,"  347",BELVA,2A,4B,5X,"  399"," 9",11,"    39000"," 1073",,1971,1,,F,,,,Y,"  319",A,"FA GAS",S,ASP," 5",1,,C,," 427",510,"  16910","   66710",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026450000.pdf
040026542200,"  864",EDGEHILL,2A,4B,5X,"  366"," 9",11,"   185000"," 1533","     7110",2008,1,B,F," 3"," 1533",,Y,"  484",A,CENTRAL,S,," 6",2,1,B,," 426",510,"  44100","  164740",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026542200.pdf
040026542400,"  878",EDGEHILL,2A,4B,5X,"  193"," 6",11,"    40000",,"     4310",,,,,,,,,,,,,,,,,,," 426",500,"  42000",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040026542400.pdf
040026542923,"  564","EDGEHILL CIR",2A,4B,5X,"  275"," 7",11,"   199900"," 1607",,2006,1,B,F," 2"," 1607",F,Y,"  484",A,GAS,S,," 6",2,,B-5,," 414",550,"  14100","  163690",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026542923.pdf
040026730000," 1395",HUNTER,2A,4B,5X,"  292"," 8",11,"    72000"," 3600","     5466",,,,,,,,,"  900",A,,,,,,,,,4104,429,"  35420","   88880",http://www.realestate.co.hocking.oh.us/cards/Crnt/040026730000.pdf
040027030000,,MICHELLE,2A,4B,5X,"  119"," 4",11,"   123000",,,,,,,,,,,,,,,,,,,,," 427",500,"  11450",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040027030000.pdf
040027920000,"  111",MAE,2A,4B,5X,"  379"," 9",11,"   135000"," 1248","     3200",1983,1,B,F,," 1248",F,Y,,,GAS,S,ASP," 5",1,1,C+5,," 416",510,"  30240","  105670",http://www.realestate.co.hocking.oh.us/cards/Crnt/040027920000.pdf
040030470100,,,2A,4B,5X,"  157"," 5",11,"   170000",,"    74375",,,,,,,,,,,,,,,,,,,7045,501,"  13780",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040030470100.pdf
040030560000,31199,CHIEFTAIN,2A,4B,5X,"  157"," 5",11,"   170000"," 2000","    86834",,,,,,,,,,,,C,COM," 1",,1,,,4104,499,"  54200","   90030",http://www.realestate.co.hocking.oh.us/cards/Crnt/040030560000.pdf
040031620000,"  919","ST RT 93",2A,4B,5X,"  178"," 5",11,"    69000","  960","     4400",63R1,1,,F,,,,Y,"  336",A,"FA GAS",S,HIP," 5",1,,D+10,," 433",511,"  11900","   54810",http://www.realestate.co.hocking.oh.us/cards/Crnt/040031620000.pdf
040032930000,,"ST RT 93",2A,4B,5X,"  463",11,11,"     9000",,,,,,,,,,,,,,,,,,,,," 433",500,"   6530",,http://www.realestate.co.hocking.oh.us/cards/Crnt/040032930000.pdf
050000230000," 9181",TROXEL-BUCKE,2A,4D,,"  497",12,11,"   111500"," 1288","    30000",OLD/,2,B,F,,"  620",,,"  440",D,"FA OIL",S,ASP," 6",1,1,D+10,,7055,511,"  20600","   73100",http://www.realestate.co.hocking.oh.us/cards/Crnt/050000230000.pdf
050001030000,25665,"BUENA VISTA",2A,4D,,"  152"," 5",11,"   147000"," 1324","     8900",1970,1,B,F," 3","  530",,,"  768",D,"HEAT PMP",S,ASP," 5",2,,C+5,," 529",511,"  17480","   96980",http://www.realestate.co.hocking.oh.us/cards/Crnt/050001030000.pdf
050001120100,25320,"BUENA VISTA",2A,4D,,"  360"," 9",11,"    72900","  768","    28239",1976,1,B,F,,"  192",,Y,,,WOOD/ELE,S,ASP," 3",1,,C-5,,7055,510,"  20280","   51340",http://www.realestate.co.hocking.oh.us/cards/Crnt/050001120100.pdf
050002420200,,"ST RT 374",2A,4D,,"  388"," 9",11,"    38000",,"     9839",,,,,,,,,,,,,,,,,,,7055,100,"   1760",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050002420200.pdf
050002610000,,"ST RT 374",2A,4D,,"  135"," 4",11,"   170925",,"  1139530",,,,,,,,,,,,,,,,,,,9051,120," 184600",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050002610000.pdf
050002610000,,"ST RT 374",2A,4D,,"  223"," 6",11,"   225900",,"  1139530",,,,,,,,,,,,,,,,,,,9051,120," 184600",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050002610000.pdf
050003030500,,"WOODLAND RID",2A,4D,,"   84"," 3",11,"   410000",,"    54511",,,,,,,,,,,,,,,,,,," 520",500,"  29270",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050003030500.pdf
050003030600,11773,"WOODLAND RID",2A,4D,,"   84"," 3",11,"   410000"," 2384","    95332",2008,1,B,F," 5"," 1352",F,Y,,,"HEAT PMP",S,GAB," 8",3,1,B,," 520",580,"  57350","  228540",http://www.realestate.co.hocking.oh.us/cards/Crnt/050003030600.pdf
050003150201,11471,STARNER,2A,4D,,"  466",11,11,"   287000"," 1904","    89930",1999,1,B,L," 3"," 1120",F,,"  825",D,"HEAT PMP",S,," 8",2,,C+10,,7055,581,"  30660","  152170",http://www.realestate.co.hocking.oh.us/cards/Crnt/050003150201.pdf
050003670000,,"EAST BUCK RU",2A,4D,,"   74"," 3",11,"   110000",,"    37130",,,,,,,,,,,,,,,,,,,7055,501,"   6680",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050003670000.pdf
050003670000,,"EAST BUCK RU",2A,4D,,"  289"," 7",11,"   105000",,"    37130",,,,,,,,,,,,,,,,,,,7055,501,"   6680",,http://www.realestate.co.hocking.oh.us/cards/Crnt/050003670000.pdf
050004100000,27275,"ST RT 180",2A,4D,,"  380"," 9",11,"   135000"," 1920","    21620",1979,2,B,L,,"  960",,,"  864",D,WOOD/BB,M,ASP," 7",2,,C,,7055,511,"  19090","  103920",http://www.realestate.co.hocking.oh.us/cards/Crnt/050004100000.pdf
060000100000,14837,COHAGAN,2A,4E,,"   60"," 2",11,"    99000"," 2052","    88690",2001,1,B,F," 3"," 2052",,,"  720",D,"HEAT PMP",S,,,2,,D-10,X,7065,561,"  32460","  105620",http://www.realestate.co.hocking.oh.us/cards/Crnt/060000100000.pdf
060000100000,14837,COHAGAN,2A,4E,,"  489",11,11,"   122000"," 2052","    88690",2001,1,B,F," 3"," 2052",,,"  720",D,"HEAT PMP",S,,,2,,D-10,X,7065,561,"  32460","  105620",http://www.realestate.co.hocking.oh.us/cards/Crnt/060000100000.pdf
060000620000,15919,PURDUM,2A,4E,,"  436",10,11,"    43750",,"    31400",,,,,,,,,"  576",D,,,,,,,,,7065,571,"  22850","   33300",http://www.realestate.co.hocking.oh.us/cards/Crnt/060000620000.pdf
060001060000,,,2A,4E,,"  486",11,11,"   122245",,"   396900",,,,,,,,,,,,,,,,,,,7065,504,"  64300",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060001060000.pdf
060001240000,38919,MAYSVILLE-GR,2A,4E,,"  486",11,11,"   122245",,"   461600",,,,,,,,,"  576",D,,,,,,,,,7065,575,"  93850","   19680",http://www.realestate.co.hocking.oh.us/cards/Crnt/060001240000.pdf
060001710000,16530,HAYDENVILLE,2A,4E,,"  392"," 9",11,"    70000"," 1404","     1200",,,,,,"  585",,,"  360",D,,M,MET," 3",,,,,4006,420,"   1440","    7400",http://www.realestate.co.hocking.oh.us/cards/Crnt/060001710000.pdf
060001770000,17103,PURDUM,2A,4E,,"   37"," 2",11,"    39000"," 1094","    32387",1910,1,B,F," 2","  274",,Y," 1020",A,OIL,M,GAB," 5",1,,D-10,,7065,511,"  38430","   38530",http://www.realestate.co.hocking.oh.us/cards/Crnt/060001770000.pdf
060002450945,13904,MOHLER,2A,4E,,"  190"," 6",11,"   129900"," 1512","    86360",2004,1,B,F," 3"," 1512",,,,,"HEAT PMP",S,," 6",2,,D-10,X," 623",560,"  34690","   80700",http://www.realestate.co.hocking.oh.us/cards/Crnt/060002450945.pdf
060002451400,37394,SCOUT,2A,4E,,"  146"," 4",11,"    60900"," 1539","    50003",2000,1,B,F," 3"," 1539",,Y,,,"GAS FA",S,," 6",2,,D-10,X," 623",561,"  27690","   80380",http://www.realestate.co.hocking.oh.us/cards/Crnt/060002451400.pdf
060002520000,,SCOUT,2A,4E,,"   48"," 2",11,"    13000",,"    34037",,,,,,,,,,,,,,,,,,," 623",501,"   6890",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002520000.pdf
060002610200,,SCOUT,2A,4E,,"   65"," 2",11,"    25000",,"    55150",,,,,,,,,,,,,,,,,,," 623",501,"  10620",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002610200.pdf
060002670300,37243,MAYSVILLE-GR,2A,4E,,"  438",10,11,"    81000",,"   120000",,,,,,,,,,,,,,,,,,,7065,501,"  55100",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002670300.pdf
060002750000,37667,PRICE,2A,4E,,"  518",12,11,"    75000",,"   276590",,,,,,,,,,,,,,,,,,,7065,505,"  52690",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002750000.pdf
060002750300,37594,PRICE,2A,4E,,"   51"," 2",11,"    50000",,"   114080",,,,,,,,,,,,,,,,,,,7065,501,"  36800",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002750300.pdf
060002750400,,,2A,4E,,"  167"," 5",11,"    32500",,"    50940",,,,,,,,,,,,,,,,,,,7065,501,"   8700",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060002750400.pdf
060002900000,36649,"GREASY RIDGE",2A,4E,,"   52"," 2",11,"   150000"," 1120","   830200","  R0",1,B,F,,"  252",,,"  396",D,,L,GAB," 4",1,,D-20,,7065,515," 153870","   33300",http://www.realestate.co.hocking.oh.us/cards/Crnt/060002900000.pdf
060003010000,36044,"GREASY RIDGE",2A,4E,,"  201"," 6",11,"    66000"," 1260","    26846",62/A,1,,F,,"  336",,Y,,,FA,S,ASP," 5",1,,D,,7065,511,"  22020","   35840",http://www.realestate.co.hocking.oh.us/cards/Crnt/060003010000.pdf
060003120000,,HOCKING,2A,4E,,"  195"," 6",11,"   262452",,"   636300",,,,,,,,,,,,,,,,,,,7065,101," 103080",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060003120000.pdf
060003240000,,,2A,4E,,"  195"," 6",11,"   262452",,"  1550800",,,,,,,,,,,,,,,,,,,7065,100," 251230",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060003240000.pdf
060003471400,12339,"MOWERY LEHMA",2A,4E,,"   64"," 2",11,"    19000",,"    50010",,,,,,,,,,,,,,,,,,,7065,571,"  25840","    5940",http://www.realestate.co.hocking.oh.us/cards/Crnt/060003471400.pdf
060003520200,11050,MAYSVILLE-WI,2A,4E,,"  503",12,11,"   100000"," 1782","    54525",1992,1,,F," 3",,,Y,"  896",D,"HEAT PMP",S,GAB,,2,,D-10,X," 630",561,"  24790","   83490",http://www.realestate.co.hocking.oh.us/cards/Crnt/060003520200.pdf
060003660300,36933,MAYSVILLE-GR,2A,4E,,"  493",11,11,"    30000",,"    51710",,,,,,,,,,,,,,,,,,,7065,100,"  26130",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060003660300.pdf
060004440500,,"MAYSVILLE WI",2A,4E,,"  219"," 6",11,"   199000",,"   933730",,,,,,,,,,,,,,,,,,,9061,100," 163020",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060004440500.pdf
060004450600,35838,SCOUT,2A,4E,,"   16"," 1",11,"   153900"," 1568","    50032",2003,1,,F," 3",,,Y,,,ELEC,M,GAB,,2,,C-5,," 623",581,"  27690","   91690",http://www.realestate.co.hocking.oh.us/cards/Crnt/060004450600.pdf
060004750200,12803,"MAYSVILLE WI",2A,4E,,"  355"," 8",11,"   200000"," 3992","    50000",1999,2,B,L," 4"," 1719",,Y," 1620",D,CENTRAL,M,," 7",2,1,B-5,,7065,581,"  25840","  294910",http://www.realestate.co.hocking.oh.us/cards/Crnt/060004750200.pdf
060004750300,,"MAYSVILLE WI",2A,4E,,"  355"," 8",11,"   200000","  520","   218838",2003,1,,L," 1",,,,,,ELEC,M,GAB," 2",1,,D+5,,7065,583,"  52830","   50860",http://www.realestate.co.hocking.oh.us/cards/Crnt/060004750300.pdf
060004820000,35098,"CLAY BANK",2A,4E,,"  401"," 9",11,"     7150"," 1056","    20000",OLD/,1,B,F," 2"," 1056",,,,,"LP GAS",S,ASP," 4",1,,D-20,,7065,511,"  28500","   25070",http://www.realestate.co.hocking.oh.us/cards/Crnt/060004820000.pdf
060004840500,12938,MAYSVILLE-WI,2A,4E,,"  283"," 7",11,"   154500"," 2060","    35088",1993,1,,F," 3",,,Y,"  720",D,"HEAT PMP",S,GAB,,2,,C+10,,7065,511,"  23520","  132020",http://www.realestate.co.hocking.oh.us/cards/Crnt/060004840500.pdf
060004910100,35047,"CLAY HILL",2A,4E,,"  293"," 8",11,"    20600",,"    69748",,,,,,,,,,,,,,,,,,,7065,501,"  11920",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060004910100.pdf
060005120200,16483,COX,2A,4E,,"  121"," 4",11,"   159187",,"    50007",,,,,,,,,,,,,,,,,,,7065,100,"  25840",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060005120200.pdf
060005411501,,,2A,4E,,"  404"," 9",11,"    20000",,"    16124",,,,,,,,,,,,,,,,,,," 616",501,"   3800",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060005411501.pdf
060005412100,14733,BRADFORD,2A,4E,,"  330"," 8",11,"   435000"," 4848","    18400",1999,2,B,F," 4"," 2125",F,Y," 1020",A,"HEAT PMP",S,," 4",4,1,A,," 616",510,"  22980","  442050",http://www.realestate.co.hocking.oh.us/cards/Crnt/060005412100.pdf
060005414400,,MERCIA,2A,4E,,"  439",10,11,"    51000",,"    18453",,,,,,,,,,,,,,,,,,," 616",500,"   4370",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060005414400.pdf
060005415101,,,2A,4E,,"  404"," 9",11,"    20000",,"     2133",,,,,,,,,,,,,,,,,,," 616",501,"    500",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060005415101.pdf
060005520000,14637,"ST RT 328",2A,4E,,"  108"," 4",11,"   135000"," 1472","    26200",1977,1,B,F,," 1584",,Y," 1080",A,"ELEC BB",S,ASP," 5",1,1,C,,7065,511,"  21920","   95470",http://www.realestate.co.hocking.oh.us/cards/Crnt/060005520000.pdf
060005610000,,MAYSVILLE-WI,2A,4E,,"  219"," 6",11,"   199000",,"   262830",,,,,,,,,,,,,,,,,,,9061,100,"  42570",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060005610000.pdf
060005750400,"  888",TOLLIVER,2A,4E,,"  517",12,11,"    20200",,"   120784",,,,,,,,,"  320",D,,,,,,,,,7065,572,"  38770","    7080",http://www.realestate.co.hocking.oh.us/cards/Crnt/060005750400.pdf
060005770400,"  945",TOLLIVER,2A,4E,,"  111"," 4",11,"   130000"," 1144","    34865",2001,1,B,F," 3","  858",F,,"  520",A,"HEAT PMP",S,," 6",2,,C+5,,7065,510,"  23480","  118440",http://www.realestate.co.hocking.oh.us/cards/Crnt/060005770400.pdf
060005840100," 1750","CLAY BANK",2A,4E,,"  325"," 8",11,"   175000"," 2064","    21220",1986,1,B,B,," 1800",,Y,"  528",A,ELECTRIC,S,HIP," 7",2,,C+10,,7065,511,"  21020","  161650",http://www.realestate.co.hocking.oh.us/cards/Crnt/060005840100.pdf
060007830000,16821,HAYDENVILLE,2A,4E,,"  232"," 6",11,"    17200"," 2048","     2400",90R0,1,,F,,,,,,,CENTRAL,,,,1,,D,," 620",571,"   8400","   67590",http://www.realestate.co.hocking.oh.us/cards/Crnt/060007830000.pdf
060008490000,16532,HAYDENVILLE,2A,4E,,"  392"," 9",11,"    70000"," 1565",,50R0,2,B,F," 3","  844",,Y,,,"HA GAS",S,MET," 6",1,,D,," 620",510,"  10620","   47860",http://www.realestate.co.hocking.oh.us/cards/Crnt/060008490000.pdf
060008510300,,,2A,4E,,"  392"," 9",11,"    70000",,"      745",,,,,,,,,,,,,,,,,,," 620",501,"    160",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060008510300.pdf
060008700000,16467,FIRST-HAYDEN,2A,4E,,"  281"," 7",11,"    15000",,,,,,,,,,,,,,,,,,,,," 620",570,"   9170",,http://www.realestate.co.hocking.oh.us/cards/Crnt/060008700000.pdf
070000020000," 1593",FRONT,2A,4E,5X,"  483",11,11,"   350000",14820,"    67124",,,,,,,,,,,"HOT WATE",C,COM,,7,,,,6004,680,"  79300","  382820",http://www.realestate.co.hocking.oh.us/cards/Crnt/070000020000.pdf
070001600000,13737,MAYSVILLE-WI,2A,4E,5X,"  253"," 7",11,"   145000"," 1194",,1994,1,B,F," 2"," 1144",F,Y,"  475",A,GAS,S,GAB," 5",2,,C+5,," 708",510,"  40120","  109290",http://www.realestate.co.hocking.oh.us/cards/Crnt/070001600000.pdf
080000440000,13100,MARSHALL,2A,4G,,"  368"," 9",11,"   118500",,"   435980",,,,,,,,,,,,,,,,,,,7085,501,"  92190",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080000440000.pdf
080000440100,13100,MARSHALL,2A,4G,,"  368"," 9",11,"   118500",,"   435980",,,,,,,,,,,,,,,,,,,7085,504,"  92190",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080000440100.pdf
080000460106,13032,"EAST BUCK RU",2A,4G,,"   74"," 3",11,"   110000"," 2827","    69835",1993,1,B,F," 4"," 1124",,,"  819",A,,S,GAB,,3,,C+5,,7085,510,"  33320","  132190",http://www.realestate.co.hocking.oh.us/cards/Crnt/080000460106.pdf
080000460106,13032,"EAST BUCK RU",2A,4G,,"  289"," 7",11,"   105000"," 2827","    69835",1993,1,B,F," 4"," 1124",,,"  819",A,,S,GAB,,3,,C+5,,7085,510,"  33320","  132190",http://www.realestate.co.hocking.oh.us/cards/Crnt/080000460106.pdf
080000730200,13427,"ST RT 374",2A,4G,,"  442",10,11,"    87000",,"    68100",,,,,,,,,,,,,,,,,,,7085,501,"   7150",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080000730200.pdf
080001060200,,"BIG COLA",2A,4G,,"   73"," 3",11,"     2000",,"    20000",,,,,,,,,,,,,,,,,,,7085,501,"   3600",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001060200.pdf
080001210200,23836,"ST RT 180",2A,4G,,"  128"," 4",11,"    70000",,"   175589",,,,,,,,,,,,,,,,,,,7085,502,"  48120",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001210200.pdf
080001250200,,"ST RT 374",2A,4G,,"  442",10,11,"    87000",,"   326400",,,,,,,,,,,,,,,,,,,7085,504,"  26440",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001250200.pdf
080001610000,,,2A,4G,,"  134"," 4",11,"   285000",,"   440000",,,,,,,,,,,,,,,,,,,9081,505,"  71280",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001610000.pdf
080001610000,,,2A,4G,,"  532",12,11,"   265000",,"   440000",,,,,,,,,,,,,,,,,,,9081,505,"  71280",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001610000.pdf
080001970500,27700,COOK,2A,4G,,"   69"," 2",11,"    48000",,"    80000",,,,,,,,,,,,,,,,,,,7085,501,"  31770",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080001970500.pdf
080002080100,27300,COOK,2A,4G,,"  428",10,11,"    83000"," 1440","    74428",1982,1,B,F,," 1440",,Y,,,CENTRAL,M,MET," 6",1,,D-20,X,7085,510,"  39000","  104650",http://www.realestate.co.hocking.oh.us/cards/Crnt/080002080100.pdf
080002130000,16000,KREASHBAUM,2A,4G,,"  116"," 4",11,"    36000","  930","    18460",OLD/,1,B,F,,"  544",,Y,"  480",D,OIL,M,MET," 5",1,,D-10,,7085,511,"  21330","   24600",http://www.realestate.co.hocking.oh.us/cards/Crnt/080002130000.pdf
080002330700,,"ST RT 678",2A,4G,,"  273"," 7",11,"    15000",,"    38406",,,,,,,,,,,,,,,,,,,7085,501,"  42910",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080002330700.pdf
080002450100,,"ST RT 678",2A,4G,,"  185"," 5",11,"    44000",,"    53230",,,,,,,,,,,,,,,,,,,7085,501,"   9100",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080002450100.pdf
080002500000,15190,"ST RT 678",2A,4G,,"  191"," 6",11,"    54000","  800","    20900",2001,1,,F," 1",,,,,,BB,M,," 2",1,,D+5,,7085,599,"  21760","   64970",http://www.realestate.co.hocking.oh.us/cards/Crnt/080002500000.pdf
080002740000,,"MOUNT OLIVE",2A,4G,,"  134"," 4",11,"   285000",,"   560000",,,,,,,,,,,,,,,,,,,9081,505,"  90730",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080002740000.pdf
080002740000,,"MOUNT OLIVE",2A,4G,,"  532",12,11,"   265000",,"   560000",,,,,,,,,,,,,,,,,,,9081,505,"  90730",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080002740000.pdf
080002800700,24739,HUFFINES,2A,4G,,"  332"," 8",11,"    70000"," 1836","    27758",1999,1,,F," 3",,,,"  816",D,"HEAT PMP",,,,2,1,D-10,X,7085,561,"  23000","   76360",http://www.realestate.co.hocking.oh.us/cards/Crnt/080002800700.pdf
080004300000,17998,KEISTER,2A,4G,,"  216"," 6",11,"   167500"," 1551","    13500",1998,2,B,F," 2","  783",F,Y,"  864",D,PROPANE,M,GAB," 4",1,,C,,7085,511,"  20430","  104780",http://www.realestate.co.hocking.oh.us/cards/Crnt/080004300000.pdf
080004330700,18573,KEIFEL,2A,4G,,"    4"," 1",11,"   119900"," 2108","   103120",2001,1,,F," 3",,,,"  768",D,"HEAT PMP",,,,2,,D-10,X,7085,561,"  35720","  156040",http://www.realestate.co.hocking.oh.us/cards/Crnt/080004330700.pdf
080004332700,18465,WEBSTER,2A,4G,,"  415",10,11,"   335000",,"    19096",,,,,,,,,,,,,,,,,,,7085,500,"  21440",,http://www.realestate.co.hocking.oh.us/cards/Crnt/080004332700.pdf
080004340000,18572,SOWERS,2A,4G,,"  409"," 9",11,"   100000"," 1392","   450000",1991,1,B,F,," 1056",,Y,"  480",A,"HEAT PMP",S,GAB," 1",1,,D+10,,7085,515,"  91080","   91420",http://www.realestate.co.hocking.oh.us/cards/Crnt/080004340000.pdf
100000130000," 5601","HARVEY CHAPE",2A,4H,,"  405"," 9",11,"    73500"," 1756","   127877",,2,,F,,,,,,,"FA GAS",L,GAB," 6",1,,D-5,,7105,101,"  39160","   45250",http://www.realestate.co.hocking.oh.us/cards/Crnt/100000130000.pdf
100000470803," 5399",SHEETS,2A,4H,,"  498",12,11,"    80500"," 1512","    27660",2002,1,B,F," 3"," 1512",,,,,GAS,S,,,2,,D,X,1027,561,"  23500","   77440",http://www.realestate.co.hocking.oh.us/cards/Crnt/100000470803.pdf
100000750300,,,2A,4H,,"  376"," 9",11,"     1000",,"    39800",,,,,,,,,,,,,,,,,,,4010,400,"   4780",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100000750300.pdf
100000860000,29346,"HIDE-A-WAY H",2A,4H,,"  458",11,11,"   110000"," 1568","    12200",1964,1,B,F,," 1568",F,Y,"  672",A,ELECTRIC,S,ASP," 7",2,1,C+5,,7105,511,"  19400","   98120",http://www.realestate.co.hocking.oh.us/cards/Crnt/100000860000.pdf
100001520000," 7440","BEAR RUN",2A,4H,,"   97"," 3",11,"    43000",,"   110000",,,,,,,,,,,,,,,,,,,7105,572,"  43890","   14780",http://www.realestate.co.hocking.oh.us/cards/Crnt/100001520000.pdf
100001920000,,BOWLAND-DERR,2A,4H,,"  139"," 4",11,"   145000",,"   290325",,,,,,,,,,,,,,,,,,,9101,100,"  47030",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100001920000.pdf
100001920100,31500,BOWLAND-DERR,2A,4H,,"  139"," 4",11,"   145000"," 1344","    11100",1955,1,B,F,," 1140",,,"  204",A,GAS,S,GAB," 6",1,,C-5,,7105,511,"  19200","   78220",http://www.realestate.co.hocking.oh.us/cards/Crnt/100001920100.pdf
100002090800," 7527",ZWICKLE,2A,4H,,"  148"," 5",11,"    27500",,"    50090",,,,,,,,,,,,,,,,,,,7105,501,"  25860",,http://www.realestate.co.hocking.oh.us/cards/Crnt/100002090800.pdf
100002150000,,ROCKSTULL,2A,4H,,"   45"," 2",11,"   125000","  288","    66647",,,,,,,,,,,,S,GAB," 1",,,,,7105,511,"  19180","    1440",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002150000.pdf
100002160000,29626,ROCKSTULL,2A,4H,,"   45"," 2",11,"   125000"," 1090","    58300",1970,1,,F,,,,,,,"LP SP HE",S,GAB," 3",1,,D-5,,7105,511,"  27260","   39090",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002160000.pdf
100002210501,29413,"ROCK STULL",2A,4H,,"  268"," 7",11,"    63000"," 2052","    19790",2005,1,,F," 3",,,,,,"HEAT PMP",S,GAB," 6",3,,D-10,X,7105,561,"  20760","  101240",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002210501.pdf
100002750100,85380,ZWICKLE,2A,4H,,"  228"," 6",11,"   165000",,"   640000",,,,,,,,,,,,,,,,,,,7105,561," 103680","     120",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002750100.pdf
100002830100,31183,"LOGAN HORN'S",2A,4H,,"  294"," 8",11,"   115000"," 1408","    18450",OLD/,2,B,F," 3","  680",,Y,,,"HA COAL",S,GAB," 5",1,,D-10,,7105,511,"  20530","  113740",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002830100.pdf
100002980000," 8827","ST RT 664",2A,4H,,"  461",11,11,"    95000"," 1464","    18532",1975,1,B,F," 4"," 1464",F,,,,ELEC,S,GAB," 7",3,,C,,7105,511,"  20530","   79520",http://www.realestate.co.hocking.oh.us/cards/Crnt/100002980000.pdf
